x,y,z,t,d,dx,dy,dz,eta
0.0005175663,0.0049730573,0.0496468993,0.0025,1.000000013351432e-10,0.0,-1.000000013351432e-10,0,-9.946278869965575e-11
0.000522642,-0.0049726,0.0,0.0025,0.0,0.0,0.0,0,0.0
0.0005178763,-0.004973008,0.0003518085,0.0025,5.488136594067328e-06,5.559999749493727e-07,-5.4598999668087345e-06,0,5.488122413309197e-06
0.0025001,-0.0043301,0.05,0.0025,0.0,0.0,0.0,0,0.0
0.0043301,0.0025001,0.05,0.0025,0.0,0.0,0.0,0,0.0
0.0043301,-0.0025001,0.0,0.0025,0.0,0.0,0.0,0,0.0
0.0025001,0.0043301,0.0,0.0025,0.0,0.0,0.0,0,0.0
0.0043301,0.0025,0.0,0.0025,0.0,0.0,0.0,0,0.0
0.0043271099,0.0025048502,0.0003517202,0.0025,5.481923381012166e-06,4.775699835590785e-06,2.6914999580185395e-06,0,5.481559327460105e-06
0.0043301,-0.0025,0.05,0.0025,0.0,0.0,0.0,0,0.0
0.0043256,-0.0025078,0.0496616,0.0025,1.000000013351432e-10,-1.000000013351432e-10,0.0,0,-8.651221319183611e-11
0.0025,-0.0043301,0.0,0.0025,0.0,0.0,0.0,0,0.0
0.002505044,-0.0043270115,0.0003576325,0.0025,5.546796273847576e-06,2.7521000447450206e-06,-4.8158999561565e-06,0,5.546708831676017e-06
0.0025,0.0043301,0.05,0.0025,0.0,0.0,0.0,0,0.0
0.0025049729,0.0043270475,0.0496456012,0.0025,1.000000013351432e-10,0.0,-1.000000013351432e-10,0,-8.654401500995945e-11
-0.0040451,0.002939,0.0,0.0025,0.0,0.0,0.0,0,0.0
-0.0040419361,0.0029431268,0.0003524516,0.0025,5.402449914981844e-06,-4.382599854579894e-06,3.159000016239588e-06,0,5.402387224871796e-06
-0.0029389,-0.0040451,0.0,0.0025,0.0,0.0,0.0,0,0.0
-0.0029441,-0.0040413,0.0003384917,0.0025,5.276940555631882e-06,-3.1257000046025496e-06,-4.251599875715328e-06,0,5.276890831310867e-06
-0.0040451,-0.002939,0.05,0.0025,0.0,0.0,0.0,0,0.0
-0.0040419693,-0.0029430767,0.0496437284,0.0025,1.000000013351432e-10,1.000000013351432e-10,0.0,0,-8.08406527483263e-11
-0.0029389,0.0040451,0.05,0.0025,0.0,0.0,0.0,0,0.0
-0.0029441,0.0040413,0.0496615,0.0025,1.414213607331405e-10,1.000000013351432e-10,-1.000000013351432e-10,0,-1.3970847395627928e-10
0.0040451,-0.002939,0.0,0.0025,0.0,0.0,0.0,0,0.0
0.0040418,-0.0029434,0.0003381534,0.0025,5.169517862668727e-06,4.177400114713237e-06,-3.0451999464276014e-06,0,5.169517165544944e-06
0.0029389,0.0040451,0.0,0.0025,0.0,0.0,0.0,0,0.0
0.0029423078,0.0040425139,0.0003580243,0.0025,5.458889063447714e-06,3.2272000680677593e-06,4.4028001866536215e-06,0,5.458858154628807e-06
0.0040451,0.002939,0.05,0.0025,0.0,0.0,0.0,0,0.0
0.0040426055,0.0029421669,0.0496428693,0.0025,1.414213607331405e-10,-1.000000013351432e-10,-1.000000013351432e-10,0,-1.3969822867943016e-10
0.0029389,-0.0040451,0.05,0.0025,0.0,0.0,0.0,0,0.0
0.0029421684,-0.0040426041,0.0496453754,0.0025,1.414213607331405e-10,-1.000000013351432e-10,1.000000013351432e-10,0,-1.396982364856858e-10
-0.0040451,-0.002939,0.0,0.0025,1.414213607331405e-10,1.000000013351432e-10,-1.000000013351432e-10,0,-2.2121753213977247e-11
-0.002939,0.0040451,0.0,0.0025,1.414213607331405e-10,-1.000000013351432e-10,-1.000000013351432e-10,0,-2.2121753213977247e-11
-0.0040451,0.002939,0.05,0.0025,0.0,0.0,0.0,0,0.0
-0.002939,-0.0040451,0.05,0.0025,0.0,0.0,0.0,0,0.0
6.84e-08,0.005,0.05,0.0025,0.0,0.0,0.0,0,0.0
6.84e-08,-0.005,0.0,0.0025,1.000000013351432e-10,1.000000013351432e-10,0.0,0,1.3695641842836892e-15
-6.84e-08,-0.005,0.05,0.0025,0.0,0.0,0.0,0,0.0
-6.84e-08,0.005,0.0,0.0025,1.000000013351432e-10,-1.000000013351432e-10,0.0,0,1.3695641842836892e-15
0.0037157,-0.0033457,0.0,0.0025,0.0,0.0,0.0,0,0.0
0.0037157,0.0033457,0.05,0.0025,0.0,0.0,0.0,0,0.0
0.0033456,0.0037158,0.0,0.0025,2.82842721466281e-10,-2.000000026702864e-10,2.000000026702864e-10,0,1.480794653563322e-11
0.0033456,-0.0037158,0.05,0.0025,0.0,0.0,0.0,0,0.0
-0.0037157,0.0033457,0.0,0.0025,0.0,0.0,0.0,0,0.0
-0.0037157,-0.0033457,0.05,0.0025,0.0,0.0,0.0,0,0.0
-0.0033456,-0.0037158,0.0,0.0025,2.82842721466281e-10,2.000000026702864e-10,-2.000000026702864e-10,0,1.480794653563322e-11
-0.0033456,0.0037158,0.05,0.0025,0.0,0.0,0.0,0,0.0
0.0040451,0.002939,0.0,0.0025,1.414213607331405e-10,-1.000000013351432e-10,1.000000013351432e-10,0,-2.2121753213977247e-11
0.002939,-0.0040451,0.0,0.0025,1.414213607331405e-10,1.000000013351432e-10,1.000000013351432e-10,0,-2.2121753213977247e-11
0.002939,0.0040451,0.05,0.0025,0.0,0.0,0.0,0,0.0
0.0040451,-0.002939,0.05,0.0025,0.0,0.0,0.0,0,0.0
-0.0049742352,0.0004914004,-0.0,0.0025,0.0,0.0,0.0,0,0.0
-0.0049539454,0.0006458883,0.0003414918,0.0025,5.307300853019115e-06,-5.258700184640475e-06,7.166000273173267e-07,0,5.3072119460713385e-06
-0.0049742352,-0.0004914003,0.05,0.0025,0.0,0.0,0.0,0,0.0
-0.0049535106,-0.000648595,0.0496587296,0.0025,1.000000013351432e-10,1.000000013351432e-10,0.0,0,-9.915364970053409e-11
0.0037157,0.0033457,0.0,0.0025,0.0,0.0,0.0,0,0.0
0.0037169443,0.0033442462,0.0003676113,0.0025,5.6250632951559965e-06,4.217500190861756e-06,3.72210001842177e-06,0,5.62480508504732e-06
0.0037157,-0.0033457,0.05,0.0025,0.0,0.0,0.0,0,0.0
